Store Code,DC Code,DC Name,Nama Toko,Kelurahan,Kecamatan,Kab/Kota,Latitude,Longitude,Tipe
,,,SAT IMOGIRI TIMUR KM 2,,,,-7.841015,110.391632,ALFAMART
(W028),DC_REG,DC REGIONAL,IBRAHIM UMAR,-,-,KOTA JAKARTA PUSAT,-6.208800,106.845600,ALFAMART
(W068),DC_REG,DC REGIONAL,STASIUN MEDAN,-,-,KOTA MEDAN,3.590245,98.676358,ALFAMART
(W077),DC_REG,DC REGIONAL,LIMAU MANIS,-,-,KOTA JAKARTA PUSAT,-6.208800,106.845600,ALFAMART
(W078),DC_REG,DC REGIONAL,HM YAMIN,-,-,KOTA JAKARTA PUSAT,-6.208800,106.845600,ALFAMART
(W086),DC_REG,DC REGIONAL,MENTENG 2,-,-,KOTA JAKARTA PUSAT,-6.208800,106.845600,ALFAMART
(W095),DC_REG,DC REGIONAL,BILAL,-,-,KOTA JAKARTA PUSAT,-6.208800,106.845600,ALFAMART
(W099),DC_REG,DC REGIONAL,GAHARU,-,-,KOTA JAKARTA PUSAT,-6.208800,106.845600,ALFAMART
(W105),DC_REG,DC REGIONAL,M NAWI HARAHAP,-,-,KOTA JAKARTA PUSAT,-6.208800,106.845600,ALFAMART
(W112),DC_REG,DC REGIONAL,SM RAJA,-,-,KOTA JAKARTA PUSAT,-6.208800,106.845600,ALFAMART
(W121),DC_REG,DC REGIONAL,TAMORA,-,-,KOTA JAKARTA PUSAT,-6.208800,106.845600,ALFAMART
(W147),DC_REG,DC REGIONAL,RAYA MENTENG,-,-,KOTA JAKARTA PUSAT,-6.208800,106.845600,ALFAMART
(W162),DC_REG,DC REGIONAL,HOTEL CORDELA,-,-,KOTA JAKARTA PUSAT,-6.208800,106.845600,ALFAMART
(W172),DC_REG,DC REGIONAL,RAKYAT,-,-,KOTA JAKARTA PUSAT,-6.208800,106.845600,ALFAMART
(W212),DC_REG,DC REGIONAL,BAMBU 2,-,-,KOTA JAKARTA PUSAT,-6.208800,106.845600,ALFAMART
(W339),DC_REG,DC REGIONAL,PERINTIS,-,-,KOTA JAKARTA PUSAT,-6.208800,106.845600,ALFAMART
(W367),DC_REG,DC REGIONAL,MENTENG INDAH RAYA,-,-,KOTA JAKARTA PUSAT,-6.208800,106.845600,ALFAMART
(W377),DC_REG,DC REGIONAL,RAYA LIMAU MANIS,-,-,KOTA JAKARTA PUSAT,-6.208800,106.845600,ALFAMART
(W496),DC_REG,DC REGIONAL,BANGUN SARI,-,-,KOTA JAKARTA PUSAT,-6.208800,106.845600,ALFAMART
(W559),DC_REG,DC REGIONAL,HM YAMIN MEDAN,-,-,KOTA MEDAN,3.599553,98.674655,ALFAMART
(W713),DC_REG,DC REGIONAL,SIMPANG JERMAL,-,-,KOTA JAKARTA PUSAT,-6.208800,106.845600,ALFAMART
(W863),DC_REG,DC REGIONAL,SUTOMO UJUNG,-,-,KOTA JAKARTA PUSAT,-6.208800,106.845600,ALFAMART
(W878),DC_REG,DC REGIONAL,MENTENG VLL,-,-,KOTA JAKARTA PUSAT,-6.208800,106.845600,ALFAMART
(W894),DC_REG,DC REGIONAL,SIMPANG RAKYAT,-,-,KOTA JAKARTA PUSAT,-6.208800,106.845600,ALFAMART
1A01,1AZ1,PEKANBARU,Jend Sudirman,WONOSARI,MAPOYAN DAMAI,Kota Pekanbaru,0.494309,101.428601,ALFAMART
1A02,1AZ1,PEKANBARU,RE. SOEBRANTAS [RESS],,,KOTA PEKANBARU,0.510885,101.446067,ALFAMART
1A03,1AZ1,PEKANBARU,LIMBUNGAN [LBUN],LIMBUNGAN,RUMBAI,KOTA PEKANBARU,0.567540,101.453260,ALFAMART
1A04,1AZ1,PEKANBARU,DELIMA [DLMA],DELIMA,BINAWIDYA,KOTA PADANG,0.467700,101.404450,ALFAMART
1A06,1AZ1,PEKANBARU,Kereta Api  PKU,TENGKARENG TENGAH,MAPOYAN DAMAI,Kota Pekanbaru,0.494309,101.428601,ALFAMART
1A07,1AZ1,PEKANBARU,HANG TUAH [HTUA],REJOSARI,TENAYAN RAYA,KOTA PEKANBARU,0.519926,101.482544,ALFAMART
1A08,1AZ1,PEKANBARU,Puskopkar,PANDAU JAYA,SIAK HULU,Kota Pekanbaru,0.494424,101.428030,ALFAMART
1A09,1AZ1,PEKANBARU,A.Yani PKU,TANAH DATAR,PEKANBARU,Kota Pekanbaru,0.494395,101.428083,ALFAMART
1A0B,1AZ1,PEKANBARU,M YAMIN BANGKINANG [MGNA],BANGKINANG,BANGKINANG,KOTA PADANG,0.344710,101.020800,ALFAMART
1A0C,1AZ1,PEKANBARU,BLOK B - ROHIL [BLBL],BAGAN BATU BARAT,BAGAN SINEMBAH,KOTA PEKANBARU,1.716600,100.383420,ALFAMART
1A0D,1AZ1,PEKANBARU,PAKET D - ROHIL [PAKD],PASIR PUTIH,BAGAN SINEMBAH,KOTA PEKANBARU,1.681750,100.510140,ALFAMART
1A0E,1AZ1,PEKANBARU,AIR PUTIH KM 3.5 [AIRP],SIMPANG BARU,BINAWIDYA,KOTA PADANG,0.489790,101.354390,ALFAMART
1A0F,1AZ1,PEKANBARU,SWAKARYA - PKU [SYRA],TUAH KARYA,TAMPAN,KOTA PADANG,0.454420,101.380910,ALFAMART
1A0I,1AZ1,PEKANBARU,KANDIS KM 73 - SIAK [KK73],SIMPANG BELUTU,KANDIS,KOTA PEKANBARU,0.894180,101.240730,ALFAMART
1A0J,1AZ1,PEKANBARU,LIPAT KAIN - KAMPAR [LNIA],LIPAT KAIN,KAMPAR KIRI,KOTA PADANG,0.029460,101.207010,ALFAMART
1A0K,1AZ1,PEKANBARU,Tengku Bay PKU,SIMPANG TIGA,BUKIT RAYA,Kota Pekanbaru,0.494424,101.428030,ALFAMART
1A0L,1AZ1,PEKANBARU,JENSUD - ROHUL/F [JEUD],KEPENUHAN BARU,KEPENUHAN,KOTA PEKANBARU,1.028359,100.461891,ALFAMART
1A0M,1AZ1,PEKANBARU,SUNGAI GANTANG INHIL/F [SNAT],,,KOTA PEKANBARU,0.508964,101.446380,ALFAMART
1A0N,1AZ1,PEKANBARU,DURI KM 13 [D31M],SESUMBO AMPAI,MANDAU,KABUPATEN BENGKALIS,1.429540,101.189400,ALFAMART
1A0O,1AZ1,PEKANBARU,KUALU INDAH - KAMPAR [KNIU],KUALU,TAMBANG,KOTA PADANG,0.413040,101.378860,ALFAMART
1A0P,1AZ1,PEKANBARU,Marsan,SIDOMULYO BARAT,TAMPAN,Kota Pekanbaru,0.492391,101.462251,ALFAMART
1A0R,1AZ1,PEKANBARU,SIMPANG BENAR [SNEB],UJUNG TANJUNG,TANAH PUTIH,KOTA PEKANBARU,1.626860,101.008080,ALFAMART
1A0S,1AZ1,PEKANBARU,GAYA BARU-BENGKALIS [GABA],DURI TIMUR,MANDAU,KABUPATEN BENGKALIS,1.278410,101.201850,ALFAMART
1A0T,1AZ1,PEKANBARU,LAKSAMANA BENGKALIS/F [LANA],DAMON/DAMUN,BENGKALIS,KOTA JAMBI,-1.476150,102.106490,ALFAMART
1A0U,1AZ1,PEKANBARU,SUNGAI PINANG [SNIP],SEI/SUNGAI PINANG,TAMBANG,KOTA PADANG,0.400490,101.254370,ALFAMART
1A0V,1AZ1,PEKANBARU,SIMPANG AKASIA [SAKA],,,KOTA PEKANBARU,0.510678,101.446555,ALFAMART
1A0W,1AZ1,PEKANBARU,GARUDA SAKTI KM 6 [G6MK],KARYA INDAH,TAPUNG,KOTA PEKANBARU,0.503230,101.336760,ALFAMART
1A0X,1AZ1,PEKANBARU,Rawa Bening,SIDOMULYO BARAT,TAMPAN,Kota Pekanbaru,0.492391,101.462251,ALFAMART
1A0Y,1AZ1,PEKANBARU,JENSUDPULAUBENGKALIS [JSIL],BENGKALIS,BENGKALIS,KOTA JAMBI,-1.465900,102.112030,ALFAMART
1A10,1AZ1,PEKANBARU,Durian,LABUH BARU TIMUR,PAYUNG SEKAKI,Kota Pekanbaru,0.494395,101.428083,ALFAMART
1A12,1AZ1,PEKANBARU,Jendral,LABUH BARU TIMUR,PAYUNG SEKAKI,Kota Pekanbaru,0.494395,101.428083,ALFAMART
1A15,1AZ1,PEKANBARU,Paus,TAGKERANG TENGAH,MARPOYAN DAMAI,Kota Pekanbaru,0.500510,101.439150,ALFAMART
1A16,1AZ1,PEKANBARU,Paus 2,TANGKERANG BARAT,MARPOYAN DAMAI,Kota Pekanbaru,0.490940,101.438600,ALFAMART
1A17,1AZ1,PEKANBARU,Belimbing,WONOREJO,,Kota Pekanbaru,0.494309,101.428601,ALFAMART
1A18,1AZ1,PEKANBARU,Cempedak,WONOREJO,MAPOYAN DAMAI,Kota Pekanbaru,0.494309,101.428601,ALFAMART
1A19,1AZ1,PEKANBARU,A.Yani 2,PULAU KARAM,SUKAJADI,Kota Pekanbaru,0.494395,101.428083,ALFAMART
1A1A,1AZ1,PEKANBARU,PERANAP 2 - INHU [PPAA],PAUH PERANAP,PERANAP,KOTA PEKANBARU,-0.553820,101.999770,ALFAMART
1A1B,1AZ1,PEKANBARU,BUNUT - PELALAWAN [BNUT],PANGKALAN BUNUT,BUNUT,KOTA PEKANBARU,0.296712,102.153254,ALFAMART
1A1C,1AZ1,PEKANBARU,SABAK AUH - SIAK [SHUA],BANDAR PEDADA,SABAK AUH,KOTA JAMBI,-1.106200,102.105100,ALFAMART
1A1D,1AZ1,PEKANBARU,BATANG GANGSAL 2 [B2LA],SEBERIDA,BATANG GANGSAL,KOTA PEKANBARU,-0.721380,102.508300,ALFAMART
1A1E,1AZ1,PEKANBARU,LIRIK - INHU [LIHU],LAMBANG SARI I,LIRIK,KOTA PEKANBARU,-0.302680,102.302030,ALFAMART
1A1F,1AZ1,PEKANBARU,KUALA CENAKU - INHU [KUKA],BATANG CENAKU,KUALA CENAKU,KOTA PEKANBARU,-0.458309,102.675377,ALFAMART
1A1G,1AZ1,PEKANBARU,SPBUBANDARPETALANGAN/F [SAGN],LUBUK TERAP,BANDAR PETALANGAN,KOTA PEKANBARU,0.116740,102.078880,ALFAMART
1A1I,1AZ1,PEKANBARU,RIMBO PANJANG-KAMPAR [RGNA],RIMBO PANJANG,TAMBANG,KOTA PADANG,0.458070,101.355290,ALFAMART
1A1J,1AZ1,PEKANBARU,CANDIREJO - INHU [COJE],CANDIREJO,PASIR PENYU,KOTA PEKANBARU,-0.373950,102.289600,ALFAMART
1A1K,1AZ1,PEKANBARU,MEMPURA - SIAK [MAIS],BENTENG HULU,MEMPURA,KOTA PEKANBARU,-0.781300,102.049910,ALFAMART
1A1L,1AZ1,PEKANBARU,TRIMULYA JAYA [TYAJ],TRIMULYA JAYA,UKUI,KOTA PEKANBARU,-0.139140,102.096390,ALFAMART
1A1N,1AZ1,PEKANBARU,KOTA LAMA - ROHUL [KLUH],KOTA LAMA,KUNTO DARUSSALAM,KOTA PEKANBARU,0.836960,100.655600,ALFAMART
1A1P,1AZ1,PEKANBARU,PETAPAHAN - KAMPAR [PNAH],PETAPAHAN,TAPUNG,KABUPATEN KAMPAR,0.601820,101.022290,ALFAMART
1A1Q,1AZ1,PEKANBARU,KUBANG JAYA - KAMPAR [KYAJ],KUBANG JAYA,SIAK HULU,KOTA PADANG,0.414180,101.425400,ALFAMART
1A1T,1AZ1,PEKANBARU,SPBU UKUI/F [SPUI],UKUI,UKUI,KOTA PEKANBARU,-0.137240,102.163350,ALFAMART
1A1U,1AZ1,PEKANBARU,KASIKAN - KAMPAR [KAPM],KASIKAN,TAPUNG HULU,KABUPATEN KAMPAR,0.622470,100.718560,ALFAMART
1A1V,1AZ1,PEKANBARU,LOBAK - PKU [LUKP],DELIMA,BINAWIDYA,KOTA PADANG,0.479740,101.412880,ALFAMART
1A1W,1AZ1,PEKANBARU,UJUNG BATU 2 ROHUL [UUTA],UJUNG BATU,UJUNG BATU,KOTA PEKANBARU,0.714250,100.528450,ALFAMART
1A1X,1AZ1,PEKANBARU,SIMPANG PIR ROHUL [SRUL],TANDUN BARAT,TANDUN,KOTA PEKANBARU,0.651070,100.587980,ALFAMART
1A1Y,1AZ1,PEKANBARU,JENSUDBAGANBATUROHIL [JEBA],BAGAN BATU BARAT,BAGAN SINEMBAH,KOTA PEKANBARU,1.711146,100.395703,ALFAMART
1A20,1AZ1,PEKANBARU,Adi Sucipto,SUKOMULYO TIMUR,MAPOYAN DAMAI,Kota Pekanbaru,0.494411,101.427981,ALFAMART
1A21,1AZ1,PEKANBARU,PEMUDA [PEMU],TAMPAN,PAYUNG SEKAKI,KOTA PEKANBARU,0.541080,101.412330,ALFAMART
1A22,1AZ1,PEKANBARU,Cempaka 2,SUKAJADI,SUKAJADI,Kota Pekanbaru,0.494395,101.428083,ALFAMART
1A24,1AZ1,PEKANBARU,JL. RIAU [RIKU],PADANG TERUBUK,SENAPELAN,KOTA PEKANBARU,0.535080,101.431140,ALFAMART
1A26,1AZ1,PEKANBARU,Rambutan Pku,MAHARATU,MAPOYAN DAMAI,Kota Pekanbaru,0.494411,101.427981,ALFAMART
1A27,1AZ1,PEKANBARU,SATRIA [STIA],REJOSARI,TENAYAN RAYA,KOTA PEKANBARU,0.532280,101.472850,ALFAMART
1A29,1AZ1,PEKANBARU,Sepakat,KULIM,TENAYAN RAYA,Kota Pekanbaru,0.477056,101.512257,ALFAMART
1A31,1AZ1,PEKANBARU,CIPTA KARYA [CKYA],SIDOMULYO BARAT,TAMPAN,KOTA PADANG,0.453010,101.392610,ALFAMART
1A32,1AZ1,PEKANBARU,RUKO RBC [RRBC],PADANG TERUBUK,SENAPELAN,KOTA PEKANBARU,0.533670,101.423880,ALFAMART
1A33,1AZ1,PEKANBARU,Harapan raya,,BUKIT RAYA,Kota Pekanbaru,0.493292,101.481978,ALFAMART
1A33.1,,,Harapan Raya Pku,,,Kota Pekanbaru,0.503919,101.443719,ALFAMART
1A34,1AZ1,PEKANBARU,HR. SOEBRANTAS 2[HSO2],DELIMA,TAMPAN,KOTA PADANG,0.463690,101.414700,ALFAMART
1A35,1AZ1,PEKANBARU,TUANKU TAMBUSAI [TUTI],,,KOTA PEKANBARU,0.506279,101.449842,ALFAMART
1A38,1AZ1,PEKANBARU,Harapan Raya 3,TANGKERANG TIMUR,TENAYAN RAYA,Kota Pekanbaru,0.494800,101.483970,ALFAMART
1A46,1AZ1,PEKANBARU,HR.SOEBRANTAS 4 [HSRB],TUAHKARYA,TAMPAN,KOTA PADANG,0.464110,101.377690,ALFAMART
1A53,1AZ1,PEKANBARU,Dharma Bakti 2,,,Kota Pekanbaru,0.494395,101.428083,ALFAMART
1A58,1AZ1,PEKANBARU,BERINGIN [BRII],,,KOTA PEKANBARU,0.513670,101.458520,ALFAMART
1A60,1AZ1,PEKANBARU,Tuanku Tambusai 3,,,Kota Pekanbaru,0.500840,101.420430,ALFAMART
1A61,1AZ1,PEKANBARU,HR.SOEBRANTAS 5 [RSTS],DELIMA,BINAWIDYA,KOTA PADANG,0.464130,101.408290,ALFAMART
1A62,1AZ1,PEKANBARU,Pepaya 2,,Sukajadi,Kota Pekanbaru,0.494411,101.427981,ALFAMART
1A64,1AZ1,PEKANBARU,UMBAN SARI/F [UIRA],,,KOTA PEKANBARU,0.569020,101.426370,ALFAMART
1A65,1AZ1,PEKANBARU,Soekarno Hatta,,,Kota Pekanbaru,0.494411,101.427981,ALFAMART
1A66,1AZ1,PEKANBARU,GARUDA SAKTI 2 [GTD2],SIMPANG BARU,BINAWIDYA,KOTA PADANG,0.476590,101.366720,ALFAMART
1A68,1AZ1,PEKANBARU,RAJAWALI SAKTI [RTKA],SIMPANG BARU,BINAWIDYA,KOTA PADANG,0.468660,101.396220,ALFAMART
1A69,1AZ1,PEKANBARU,SEKOLAH [SHAL],,,KOTA PEKANBARU,0.559750,101.436720,ALFAMART
1A72,1AZ1,PEKANBARU,MAWAR/F [MRAW],,,KOTA PEKANBARU,1.265650,101.189550,ALFAMART
1A73,1AZ1,PEKANBARU,KAYANGAN/F [KYGN],,,KOTA PEKANBARU,1.268730,101.170360,ALFAMART
1A80,1AZ1,PEKANBARU,Arifin Ahmad,SIDOMULYO BARAT,MARPOYAN DAMAI,Kota Pekanbaru,0.494411,101.427981,ALFAMART
1A81,1AZ1,PEKANBARU,JENSUD 2 DURI [JSU2],AIR JAMBAN,MANDAU,KABUPATEN BENGKALIS,1.285690,101.193140,ALFAMART
1A83,1AZ1,PEKANBARU,JENSUD 4 DURI [JSU4],BALAI MAKAM,MANDAU,KABUPATEN BENGKALIS,1.309290,101.180540,ALFAMART
1A84,1AZ1,PEKANBARU,HANGTUAH - DURI [HHAT],AIR JAMBAN,MANDAU,KABUPATEN BENGKALIS,1.278470,101.182460,ALFAMART
1A85,1AZ1,PEKANBARU,HR.SOEBRANTAS 6 [HSO6],TUAH KARYA,TAMPAN,KOTA PADANG,0.463930,101.388520,ALFAMART
1A86,1AZ1,PEKANBARU,Taman Sari,TANGKERANG SELATAN,BUKIT RAYA,Kota Pekanbaru,0.499453,101.459177,ALFAMART
1A89,1AZ1,PEKANBARU,JENSUD 5 - DURI [JSA5],AIR JAMBAN,MANDAU,KABUPATEN BENGKALIS,1.291480,101.187390,ALFAMART
1A90,1AZ1,PEKANBARU,JENSUD - DURI [JSA1],AIR JAMBAN,MANDAU,KABUPATEN BENGKALIS,1.289350,101.192050,ALFAMART
1A91,1AZ1,PEKANBARU,HANGTUAH 2 - DURI [HTI2],BALAI MAKAM,MANDAU,KABUPATEN BENGKALIS,1.290860,101.179020,ALFAMART
1A93,1AZ1,PEKANBARU,K.H.Nasution 3,SIMPANG TIGA,BUKIT RAYA,Kota Pekanbaru,0.494424,101.428030,ALFAMART
1A96,1AZ1,PEKANBARU,Bukit Barisan,TANGKERANG TIMUR,TENAYAN RAYA,Kota Pekanbaru,0.486180,101.495070,ALFAMART
1A97,1AZ1,PEKANBARU,KUANTAN RAYA UJUNG [KGNU],SEKIP,LIMA PULUH,KOTA PEKANBARU,0.531580,101.466110,ALFAMART
1AA3,1AZ1,PEKANBARU,SAIL-PKU [SUKP],REJOSARI,TENAYAN RAYA,KOTA PEKANBARU,0.524990,101.479330,ALFAMART
1AA4,1AZ1,PEKANBARU,Melur,SIDOMULYO BARAT,TAMPAN,Kota Pekanbaru,0.492391,101.462251,ALFAMART
1AA5,1AZ1,PEKANBARU,RIAU UJUNG [RGNU],TAMPAN,PAYUNG SEKAKI,KOTA PEKANBARU,0.535250,101.416080,ALFAMART
1AA6,1AZ1,PEKANBARU,SUKA KARYA [SAYR],TUAH KARYA,TAMPAN,KOTA PADANG,0.450060,101.385590,ALFAMART
1AA8,1AZ1,PEKANBARU,LINTAS KANDIS KM 79/F [KD79],KANDIS,KANDIS,KOTA PEKANBARU,0.943080,101.240370,ALFAMART
1AA9,1AZ1,PEKANBARU,Rokan Jaya,LABUH BARU BARAT,PAYUNG SEKAKI,Kota Pekanbaru,0.494395,101.428083,ALFAMART
1AAA,1AZ1,PEKANBARU,PANGLIMA MINAL [PNIM],AIR PUTIH,BENGKALIS,KOTA JAMBI,-1.458040,102.138140,ALFAMART
1AAB,1AZ1,PEKANBARU,FLAMBOYAN - KAMPAR/F [FNAY],GADING SARI,TAPUNG,KABUPATEN KAMPAR,0.631040,101.085000,ALFAMART
1AAC,1AZ1,PEKANBARU,SELAT BARU [SRAB],SELAT BARU,BANTAN,KOTA JAMBI,-1.534460,102.217460,ALFAMART
1AAD,1AZ1,PEKANBARU,Fajar Ujung PKU,LABUH BARU BARAT,PAYUNG SEKAKI,Kota Pekanbaru,0.494395,101.428083,ALFAMART
1AAE,1AZ1,PEKANBARU,DESA KUMANTAN [DNAT],KUMANTAN,BANGKINANG,KOTA PADANG,0.349350,101.035130,ALFAMART
1AAF,1AZ1,PEKANBARU,Bukit Barisan 2,KEL. PEMATANG KAPAU,TENAYAN RAYA,Kota Pekanbaru,0.490020,101.488230,ALFAMART
1AAG,1AZ1,PEKANBARU,KAYU MANIS - PKU [KSIN],TAMPAN,PAYUNG SEKAKI,KOTA PEKANBARU,0.537420,101.421380,ALFAMART
1AAH,1AZ1,PEKANBARU,SIMPANG MAREDAN/F [SNAD],KULIM,TENAYAN RAYA,KOTA PADANG,0.466060,101.588850,ALFAMART
1AAI,1AZ1,PEKANBARU,SPBU Arifin Ahmad,SIDOMULYO TIMUR,MARPOYAN DAMAI,Kota Pekanbaru,0.494424,101.428030,ALFAMART
1AAJ,1AZ1,PEKANBARU,PERAWANG KM 4 - SIAK/F [P4MK],PERAWANG,TUALANG,KOTA PADANG,-0.671620,101.605630,ALFAMART
1AAK,1AZ1,PEKANBARU,KUBANG RAYA 2 [K2AY],KUALU,TAMBANG,KOTA PADANG,0.414690,101.372430,ALFAMART
1AAL,1AZ1,PEKANBARU,LINTASPKUBANGKINANG2 [L2GN],KEL. TUAHMADANI,TAMPAN,KOTA PADANG,0.459420,101.359530,ALFAMART
1AAM,1AZ1,PEKANBARU,LINTAS BONO/F [LNOB],PANGKALAN PANDUK,KERUMUTAN,KOTA PEKANBARU,0.157770,102.309200,ALFAMART
1AAN,1AZ1,PEKANBARU,Lumba lumba,TANGKERANG SELATAN,BUKIT RAYA,Kota Pekanbaru,0.497290,101.463810,ALFAMART
1AAO,1AZ1,PEKANBARU,LINTASPETAPAHANKM27 [L72M],PETAPAHAN,TAPUNG,KOTA PEKANBARU,0.530240,101.072620,ALFAMART
1AAP,1AZ1,PEKANBARU,RAYA ALAMANDA [RDNA],INDRA SAKTI,TAPUNG,KOTA PEKANBARU,0.722840,101.118230,ALFAMART
1AAQ,1AZ1,PEKANBARU,SRIKANDI 2 - PKU [S2ID],DELIMA,BINAWIDYA,KOTA PADANG,0.481360,101.406980,ALFAMART
1AAR,1AZ1,PEKANBARU,UJUNG TANJUNG ROHIL [UTGR],UJUNG TANJUNG,TANAH PUTIH,KOTA PEKANBARU,1.634330,101.030620,ALFAMART
1AAS,1AZ1,PEKANBARU,Teropong Kampar,KUBANG JAYA,SIAK HULU,Kota Pekanbaru,0.492391,101.462251,ALFAMART
1AAV,1AZ1,PEKANBARU,UMBAN SARI 2 [U2IR],,,KOTA PEKANBARU,0.502657,101.447714,ALFAMART
1AAW,1AZ1,PEKANBARU,BANDARA AP2 SHELTER [BRET],,,KOTA PEKANBARU,0.509766,101.451310,ALFAMART
1AAX,1AZ1,PEKANBARU,SPBU KOTA TENGAH/F [SHAG],KEPENUHAN TENGAH,KEPENUHAN,KOTA PEKANBARU,1.084260,100.540310,ALFAMART
1AAY,1AZ1,PEKANBARU,BALAM KM 37 - ROHIL/F [B31M],BALAI JAYA,BAGAN SINEMBAH,KOTA PEKANBARU,1.698430,100.567440,ALFAMART
1AB4,1AZ1,PEKANBARU,Kartama Pku,MAHARATU,MARPOYAN DAMAI,Kota Pekanbaru,0.494411,101.427981,ALFAMART
1AB6,1AZ1,PEKANBARU,TANJUNG DATUK [TAUT],,LIMA PULUH,KOTA PEKANBARU,0.540820,101.459950,ALFAMART
1AB8,1AZ1,PEKANBARU,MELATI [MITA],SIMPANG BARU,BINAWIDYA,KOTA PADANG,0.492090,101.373180,ALFAMART
1AB9,1AZ1,PEKANBARU,SUTOMO-SIAK [STMS],KAMPUNG DALAM,SIAK,KOTA PEKANBARU,-0.801014,102.053848,ALFAMART
1ABA,1AZ1,PEKANBARU,NGASO - ROHUL/F [NOSA],NGASO,UJUNG BATU,KOTA PEKANBARU,0.728270,100.552400,ALFAMART
1ABB,1AZ1,PEKANBARU,KAHARUDIN NASUTION [KNOI],,,KOTA PEKANBARU,0.504060,101.443433,ALFAMART
1ABC,1AZ1,PEKANBARU,CIPTA KARYA 2 [CKA2],SIALANG MUNGGU,TAMPAN,KOTA PADANG,0.459870,101.395010,ALFAMART
1ABE,1AZ1,PEKANBARU,SULTAN HASANUDDIN [SNID],SIMPANG TETAP DARUL ICHSAN,DUMAI BARAT,KOTA DUMAI,1.669630,101.430870,ALFAMART
1ABF,1AZ1,PEKANBARU,Tengku  Bay 3,AIR DINGIN,BUKIT RAYA,Kota Pekanbaru,0.494424,101.428030,ALFAMART
1ABG,1AZ1,PEKANBARU,JENSUD 2 - DUMAI [J2DU],TELUK BINJAI,DUMAI TIMUR,KOTA DUMAI,1.671410,101.448260,ALFAMART
1ABH,1AZ1,PEKANBARU,KSB SIMPANG LINTAS/F [KNIL],,,KOTA PEKANBARU,0.505145,101.445523,ALFAMART
1ABI,1AZ1,PEKANBARU,KSB KASANG/F [KBKS],,,KOTA PEKANBARU,0.511688,101.452014,ALFAMART
1ABJ,1AZ1,PEKANBARU,MUARA FAJAR - PKU [MJAF],MUARA FAJAR,RUMBAI,KOTA PEKANBARU,0.661990,101.419520,ALFAMART
1ABK,1AZ1,PEKANBARU,SYECH UMAR [SMUH],PANGKALAN SESAI,DUMAI BARAT,KOTA DUMAI,1.679160,101.428430,ALFAMART
1ABL,1AZ1,PEKANBARU,PERAWANG KM. 7 [P7MK],PERAWANG,TUALANG,KOTA PADANG,-0.677300,101.588870,ALFAMART
1ABM,1AZ1,PEKANBARU,M. ALI PERAWANG [MNAW],PERAWANG BARAT,TUALANG,KOTA PADANG,-0.669690,101.590430,ALFAMART
1ABN,1AZ1,PEKANBARU,BUNUT PERAWANG/F [BGNA],PINANG SEBATANG TIMUR,TUALANG,KOTA PADANG,-0.696010,101.614140,ALFAMART
1ABO,1AZ1,PEKANBARU,KUSAU MAKMUR/F [KUMK],SUSUN III RT. 002 RW. 003,TAPUNG HULU,KOTA PEKANBARU,0.630236,100.836641,ALFAMART
1ABP,1AZ1,PEKANBARU,LIMA PULUH - PKU [LHUL],,,KOTA PEKANBARU,0.507594,101.448896,ALFAMART
1ABQ,1AZ1,PEKANBARU,NERBIT - DUMAI [NTIB],LUBUK GAUNG,SUNGAI SEMBILAN,KOTA DUMAI,1.770710,101.351000,ALFAMART
1ABS,1AZ1,PEKANBARU,PRAMUKA UJUNG [PGNU],LEMBAH SARI,RUMBAI TIMUR,KOTA PEKANBARU,0.567070,101.474950,ALFAMART
1ABT,1AZ1,PEKANBARU,KHAYANGAN - PKU [KNAY],MERANTI PANDAK,RUMBAI,KOTA PEKANBARU,0.560390,101.446280,ALFAMART
1ABU,1AZ1,PEKANBARU,KANDIS KM. 74 [K74M],SIMPANG BELUTU,KANDIS,KOTA PEKANBARU,0.903640,101.234570,ALFAMART
1ABV,1AZ1,PEKANBARU,PERTANIAN DURI [PUDN],DURI BARAT,MANDAU,KABUPATEN BENGKALIS,1.274170,101.189180,ALFAMART
1ABW,1AZ1,PEKANBARU,STADION DURI [SRUD],AIR JAMBAN,MANDAU,KABUPATEN BENGKALIS,1.279700,101.167720,ALFAMART
1ABX,1AZ1,PEKANBARU,PINGGIRDURIBENGKALIS [PRUD],PINGGIR,PINGGIR,KABUPATEN BENGKALIS,1.182920,101.264620,ALFAMART
1AC1,1AZ1,PEKANBARU,OMBAK-DUMAI [OIAM],RIMBA SEKAMPUNG,DUMAI,KOTA DUMAI,1.670330,101.436140,ALFAMART
1AC2,1AZ1,PEKANBARU,MERDEKA-DUMAI [MIAM],SUKAJADI,DUMAI,KOTA DUMAI,1.668270,101.444370,ALFAMART
1AC8,1AZ1,PEKANBARU,RS EFARINA KERINCI/F [RICN],PANGKALAN KERINCI,PANGKALAN KERINCI,KOTA PEKANBARU,0.425050,101.855520,ALFAMART
1ACA,1AZ1,PEKANBARU,BUKIT RANAH - KAMPAR/F [BHAN],BUKIT RANAH,KAMPAR,KOTA PADANG,0.352220,101.107200,ALFAMART
1ACB,1AZ1,PEKANBARU,KOTA RAYA - ROHUL/F [KUHO],KOTA RAYA,KUNTO DARUSSALAM,KOTA PEKANBARU,0.956080,100.584530,ALFAMART
