Store Code,DC Code,DC Name,Nama Toko,Kelurahan,Kecamatan,Kab/Kota,Latitude,Longitude,Tipe
I659,2PZ1,TEGAL,AHMAD DAHLAN BUMIAYU/F [ALAN],CABAWAN,MARGADANA,KOTA SEMARANG,-7.245120,109.012450,ALFAMART
I660,2PZ1,TEGAL,SPBU KALISALAK/F [SKLA],,,KOTA TEGAL,-6.868388,109.135585,ALFAMART
I661,IZ01,CILACAP,RAYA CIPOROS/F [RYRO],CIPOROS,KARANGPUCUNG,KABUPATEN BOGOR,-7.379490,108.870210,ALFAMART
I662,IZ01,CILACAP,KERTEK WONOSOBO/F [KETK],RECO,KERTEK,KOTA SEMARANG,-7.351030,110.014360,ALFAMART
I663,IZ01,CILACAP,PURWAHARJA/F [PUJA],PURWAHARJA,PURWAHARJA,KOTA BANJAR,-7.359630,108.538390,ALFAMART
I664,2PZ1,TEGAL,KSB PEKUNCEN/F[PEKA],CABAWAN,MARGADANA,KOTA SEMARANG,-7.378410,109.085420,ALFAMART
I665,IZ01,CILACAP,PATAK BANTENG,PATAKBANTENG,KEJAJAR,KAB. WONOSOBO,-7.210807,109.924886,ALFAMART
I666,2PZ1,TEGAL,NEGARADAHA [GARA],CABAWAN,MARGADANA,KOTA SEMARANG,-7.228540,109.025410,ALFAMART
I667,IZ01,CILACAP,RAYA RAKIT/F [YAKI],RAKIT,RAKIT,KOTA SEMARANG,-7.438550,109.525002,ALFAMART
I668,IZ01,CILACAP,SINDURAJA 2/F [SIN2],SINDURAJA,KALIGONDANG,KOTA SEMARANG,-7.383590,109.443560,ALFAMART
I669,IZ01,CILACAP,PANTAI TIMUR/F [TAMU],PANGANDARAN,PANGANDARAN,KABUPATEN BOGOR,-7.702980,108.657990,ALFAMART
I671,2PZ1,TEGAL,LEDUG/F [LEDU],CABAWAN,MARGADANA,KOTA SEMARANG,-7.428750,109.265410,ALFAMART
I672,2PZ1,TEGAL,SPBU AJIBARANG/F [BUJI],AJIBARANG WETAN,AJIBARANG,KOTA SEMARANG,-7.405334,109.075696,ALFAMART
I675,2PZ1,TEGAL,KUTAMENDALA TONJONG/F [KATG],CABAWAN,MARGADANA,KOTA SEMARANG,-7.185420,109.012450,ALFAMART
I676,IZ01,CILACAP,KLEPU PURWOREJO [LEPU],KLEPU,BUTUH,KOTA SEMARANG,-7.720190,109.841850,ALFAMART
I678,IZ01,CILACAP,SELOMERTO/F [SLMO],ADIPALA,ADIPALA,KOTA SEMARANG,-7.408750,109.891250,ALFAMART
I680,IZ01,CILACAP,RS AGHISNA KROYA/F [RSAY],KARANGMANGU,KROYA,KOTA SEMARANG,-7.636980,109.248660,ALFAMART
I681,2PZ1,TEGAL,RAYA MARGASARI [YARI],MARGASARI,MARGASARI,KOTA SEMARANG,-7.154210,109.018750,ALFAMART
I684,IZ01,CILACAP,MARON [MARO],MARON,LOANO,KOTA SEMARANG,-7.661360,110.034060,ALFAMART
I685,IZ01,CILACAP,GEPARANG [GENG],GEPARANG,PURWODADI,KOTA SEMARANG,-7.871300,109.996930,ALFAMART
I686,IZ01,CILACAP,RAYA SAPURAN/F [RUAN],ADIPALA,ADIPALA,KOTA SEMARANG,-7.451240,110.008750,ALFAMART
I687,2PZ1,TEGAL,KALIKABONG/F [KONG],KALIKABONG,KALIMANAH,KOTA SEMARANG,-7.397309,109.351427,ALFAMART
I688,IZ01,CILACAP,PAGEDONGAN [PAON],PAGEDONGAN,PAGEDONGAN,KOTA SEMARANG,-7.434180,109.676410,ALFAMART
I689,IZ01,CILACAP,KERTAHAYU/F [KTHU],KERTAHAYU,PAMARICAN,KABUPATEN BOGOR,-7.458790,108.560530,ALFAMART
I692,IZ01,CILACAP,RAYA KATERBAN [RYBA],KATERBAN,KUTOARJO,KOTA SEMARANG,-7.718906,109.903148,ALFAMART
I693,IZ01,CILACAP,KSO RAYA JERUK LEGI/F[RJGI],JERUKLEGI WETAN,JERUKLEGI,KOTA SEMARANG,-7.614640,109.020070,ALFAMART
I694,IZ01,CILACAP,BANTARSARI AGRARIA/F [BAAG],BANTARSARI,BANTARSARI,KABUPATEN BOGOR,-7.547950,108.879270,ALFAMART
I695,IZ01,CILACAP,MIROMBO/F [MIBO],KRAMATAN,WONOSOBO,KOTA SEMARANG,-7.365200,109.918850,ALFAMART
I696,2PZ1,TEGAL,KARANGSALAM/F [KAAM],KARANGSALAM KIDUL,KEDUNGBANTENG,KOTA SEMARANG,-7.402627,109.216731,ALFAMART
I698,2PZ1,TEGAL,TARABAN [TABA],CABAWAN,MARGADANA,KOTA SEMARANG,-7.332150,109.045620,ALFAMART
I699,IZ01,CILACAP,RAYA CIGANJENG [RAJE],CIGANJENG,PADAHERANG,KABUPATEN BOGOR,-7.581370,108.712640,ALFAMART
I700,2PZ1,TEGAL,BENDA/F [BENA],,,KOTA TEGAL,-6.866441,109.136654,ALFAMART
I701,2PZ1,TEGAL,PURWODADI TONJONG/F [PITG],CABAWAN,MARGADANA,KOTA SEMARANG,-7.174520,109.021450,ALFAMART
I702,IZ01,CILACAP,KSO SPBU SEMPOR BARU/F [KOSB],SEMANDING,GOMBONG,KOTA SEMARANG,-7.602510,109.503820,ALFAMART
I703,IZ01,CILACAP,KSO LANGGAR/F [KOLA],LANGGAR,KEJOBONG,KOTA SEMARANG,-7.395180,109.519960,ALFAMART
I705,IZ01,CILACAP,DOPLANG/F [DOPA],DOPLANG,ADIPALA,KOTA SEMARANG,-7.640900,109.176640,ALFAMART
I706,IZ01,CILACAP,WIROMARTAN MIRIT/F [WRMT],ADIPALA,ADIPALA,KOTA SEMARANG,-7.816353,109.838174,ALFAMART
I707,2PZ1,TEGAL,KSO MREBET/F [KMBT],SELAGANGGENG,MREBET,KOTA SEMARANG,-7.318244,109.361907,ALFAMART
I708,IZ01,CILACAP,SIDODADI/F [SDDI],SIDANEGARA,CILACAP TENGAH,KOTA SEMARANG,-7.719180,109.011820,ALFAMART
I709,2PZ1,TEGAL,PADAMARA 2/F [PMA2],PADAMARA,PADAMARA,KOTA SEMARANG,-7.382795,109.313127,ALFAMART
I711,IZ01,CILACAP,KARTINI KARANGANYAR/F [KIAR],KARANGANYAR,ADIPALA,KOTA SEMARANG,-7.672663,109.162805,ALFAMART
I712,IZ01,CILACAP,JL. MADUKARA CILACAP [MUCI],TRITIH WETAN,JERUKLEGI,KOTA SEMARANG,-7.655980,109.061820,ALFAMART
I713,IZ01,CILACAP,KSO SPBU PEJAGOAN/F [KOJA],PEJAGOAN,PEJAGOAN,KOTA SEMARANG,-7.672470,109.649280,ALFAMART
I714,IZ01,CILACAP,KSO SPBU BOCOR/F [KSCR],BOCOR,BULUSPESANTREN,KOTA SEMARANG,-7.761460,109.668420,ALFAMART
I715,IZ01,CILACAP,KSO SPBU KALIBAGOR/F [KUOR],KALIBAGOR,KEBUMEN,KOTA SEMARANG,-7.704350,109.706270,ALFAMART
I716,2PZ1,TEGAL,KSO TIRTAMART/F [KOTA],CIKAWUNG,PEKUNCEN,KOTA SEMARANG,-7.383683,109.072003,ALFAMART
I717,IZ01,CILACAP,RAYA BANJARMANGU [RABU],BANJARMANGU,BANJARMANGU,KOTA SEMARANG,-7.364830,109.682210,ALFAMART
I718,IZ01,CILACAP,REST AREA ROWOKELE [RALE],KRETEK,ROWOKELE,KOTA SEMARANG,-7.605360,109.462000,ALFAMART
I719,IZ01,CILACAP,PINTU SINGA/F [PUSI],BANJAR,BANJAR,KOTA BANJAR,-7.374070,108.519520,ALFAMART
I720,IZ01,CILACAP,SAT BUGANGAN,KALIANGET,WONOSOBO,KAB. WONOSOBO,-7.347116,109.907075,ALFAMART
I721,IZ01,CILACAP,KROYA/F [KROY],KROYA,KROYA,KOTA SEMARANG,-7.632419,109.246078,ALFAMART
I722,2PZ1,TEGAL,KSO KEDUNG BANTENG/F [KOKB],KEDUNGSUKUN,ADIWERNA,KOTA SEMARANG,-6.958750,109.208750,ALFAMART
I723,IZ01,CILACAP,RAYA TAMBAKSARI/F [RYRI],TAMBAKSARI,KEDUNGREJA,KABUPATEN BOGOR,-7.503263,108.753521,ALFAMART
I724,IZ01,CILACAP,KEDALON WONOSOBO/F [KLON],KEDALON,KALIKAJAR,KOTA SEMARANG,-7.421250,109.972010,ALFAMART
I725,IZ01,CILACAP,RAYA BANTARSARI/F [RASI],RAWAJAYA,BANTARSARI,KABUPATEN BOGOR,-7.554750,108.886030,ALFAMART
I726,2PZ1,TEGAL,KSO RAYA KRACAK/F [KORA],AJIBARANG KULON,AJIBARANG,KOTA SEMARANG,-7.405401,109.067566,ALFAMART
I727,IZ01,CILACAP,A. YANI ADIPALA [AYLA],ADIPALA,ADIPALA,KOTA SEMARANG,-7.657690,109.141310,ALFAMART
I728,IZ01,CILACAP,KERTAJAYA/F [TAJA],KERTAJAYA,LAKBOK,KABUPATEN BOGOR,-7.421700,108.662730,ALFAMART
I729,IZ01,CILACAP,KSO SOMAGEDE/F [KSDE],SOMAGEDE,SOMAGEDE,KOTA SEMARANG,-7.517710,109.338290,ALFAMART
I730,IZ01,CILACAP,A. YANI WONOSOBO/F [YANO],ADIPALA,ADIPALA,KOTA SEMARANG,-7.361250,109.904520,ALFAMART
I731,IZ01,CILACAP,MANGGISAN,MUDAL,MOJOTENGAH,KAB. WONOSOBO,-7.332486,109.916398,ALFAMART
I732,IZ01,CILACAP,MEKARSARI BANJAR/F [MEKA],MEKARSARI,BANJAR,KOTA BANJAR,-7.373180,108.538540,ALFAMART
I733,IZ01,CILACAP,SIDAURIP [DAUR],SIDAURIP,BINANGUN,KABUPATEN CILACAP,-7.691550,109.292900,ALFAMART
I734,IZ01,CILACAP,SETIA BUDI CILACAP [SUCI],KEBONMANIS,CILACAP UTARA,KOTA SEMARANG,-7.694180,109.034880,ALFAMART
I735,IZ01,CILACAP,RAYA DAYEUHLUHUR [RADA],DAYEUHLUHUR,DAYEUHLUHUR,KABUPATEN BOGOR,-7.260020,108.609140,ALFAMART
I736,IZ01,CILACAP,SOKA BARU/F [OKAB],KUWAYUHAN,PEJAGOAN,KOTA SEMARANG,-7.692690,109.640130,ALFAMART
I737,IZ01,CILACAP,SPBU KPRI SUSUKAN/F [SKSU],ADIPALA,ADIPALA,KOTA SEMARANG,-7.465420,109.435420,ALFAMART
I738,IZ01,CILACAP,SRANDIL [NDIL],GLEMPANGPASIR,ADIPALA,KOTA SEMARANG,-7.680510,109.191450,ALFAMART
I739,IZ01,CILACAP,KUBANGKANGKUNG [KUKU],KUBANGKANGKUNG,KAWUNGANTEN,KOTA SEMARANG,-7.617067,108.935314,ALFAMART
I740,IZ01,CILACAP,HEGARSARI BANJAR [HERI],HEGARSARI,PATARUMAN,KOTA BANJAR,-7.391330,108.540540,ALFAMART
I742,IZ01,CILACAP,KEJAJAR/F [KJJR],SERANG,KEJAJAR,KOTA SEMARANG,-7.242790,109.950390,ALFAMART
I743,2PZ1,TEGAL,KSO BROBOT/F [KOOT],CABAWAN,MARGADANA,KOTA SEMARANG,-7.356240,109.354120,ALFAMART
I744,IZ01,CILACAP,RAYA WERO [YARO],WERO,GOMBONG,KOTA SEMARANG,-7.609170,109.520180,ALFAMART
I745,IZ01,CILACAP,KREWENG/F [KREW],TRITIH LOR,JERUKLEGI,KOTA SEMARANG,-7.636230,109.035580,ALFAMART
I746,IZ01,CILACAP,KSO RAYA RAWALO/F [KSAO],RAWALO,RAWALO,KOTA SEMARANG,-7.535850,109.180990,ALFAMART
I747,IZ01,CILACAP,SPBU PRIGI/F [SBGI],ADIPALA,ADIPALA,KOTA SEMARANG,-7.385420,109.745120,ALFAMART
I748,IZ01,CILACAP,SPBU KARANGKOBAR/F [SBOB],ADIPALA,ADIPALA,KOTA SEMARANG,-7.284520,109.712450,ALFAMART
I749,2PZ1,TEGAL,KSO PROLIMAN BMS/F [SOPR],CABAWAN,MARGADANA,KOTA SEMARANG,-7.518750,109.295420,ALFAMART
I750,2PZ1,TEGAL,MERI KUTASARI/F [META],MERI,KUTASARI,KOTA SEMARANG,-7.340779,109.309511,ALFAMART
I751,IZ01,CILACAP,HM SARBINI/F [HINI],BUMIREJO,KEBUMEN,KOTA SEMARANG,-7.664923,109.656793,ALFAMART
I752,IZ01,CILACAP,PUNGGELAN 2 /F/F [PUN2],ADIPALA,ADIPALA,KOTA SEMARANG,-7.312450,109.615420,ALFAMART
I753,IZ01,CILACAP,KEDUNGBENDA PBG/F [DUDA],KEDUNGBENDA,KEMANGKON,KOTA SEMARANG,-7.474405,109.340613,ALFAMART
I754,IZ01,CILACAP,KUBANG ROWOKELE [BWOK],ROWOKELE,ROWOKELE,KOTA SEMARANG,-7.634430,109.426860,ALFAMART
I755,IZ01,CILACAP,RAYA PEMUDA [YUDA],KEBUMEN,KEBUMEN,KOTA SEMARANG,-7.673070,109.660610,ALFAMART
I756,IZ01,CILACAP,WELAHAN WETAN [WELA],WELAHAN WETAN,ADIPALA,KOTA SEMARANG,-7.684060,109.233930,ALFAMART
I757,IZ01,CILACAP,PROLIMAN/F [POLI],TRITIH WETAN,JERUKLEGI,KOTA SEMARANG,-7.662170,109.047570,ALFAMART
I758,IZ01,CILACAP,PENARUBAN PBG/F [PEUR],PENARUBAN,KALIGONDANG,KOTA SEMARANG,-7.388430,109.375350,ALFAMART
I759,2PZ1,TEGAL,KSO KALISARI/F [SORI],KALISARI,CILONGOK,KOTA SEMARANG,-7.387332,109.115893,ALFAMART
I760,IZ01,CILACAP,SAT GODEAN WONOSOBO,TAWANGSARI,WONOSOBO,KAB. WONOSOBO,-7.380733,109.897517,ALFAMART
I761,IZ01,CILACAP,RAYA WADASLINTANG/F [RWTA],WADASLINTANG,WADASLINTANG,KOTA SEMARANG,-7.551330,109.810680,ALFAMART
I762,IZ01,CILACAP,KSO RAYA WANGON/F [KOWA],KLAPAGADING KULON,WANGON,KOTA SEMARANG,-7.518080,109.062590,ALFAMART
I763,2PZ1,TEGAL,SELAGANGGENG [SEGA],SELAGANGGENG,MREBET,KOTA SEMARANG,-7.323624,109.357048,ALFAMART
I764,2PZ1,TEGAL,OWABONG [WONG],BOJONGSARI,BOJONGSARI,KOTA SEMARANG,-7.347516,109.349876,ALFAMART
I767,2PZ1,TEGAL,PURBALINGGA LOR/F [PLO],PURBALINGGA LOR,PURBALINGGA,KOTA SEMARANG,-7.386474,109.363057,ALFAMART
I768,2PZ1,TEGAL,DUKUH WALUH [DWH],DUKUHTENGAH,BOJONG,KOTA SEMARANG,-7.412540,109.278540,ALFAMART
I769,IZ01,CILACAP,RAYA PAGUBUGAN/F [RYGU],KARANGTAWANG,NUSAWUNGU,KOTA SEMARANG,-7.695810,109.317020,ALFAMART
I770,IZ01,CILACAP,KEMBARAN WETAN [KTAN],KEMBARAN WETAN,KALIGONDANG,KOTA SEMARANG,-7.378700,109.393380,ALFAMART
I771,2PZ1,TEGAL,MEWEK PURBALINGGA [MEGA],MEWEK,KALIMANAH,KOTA SEMARANG,-7.410600,109.367905,ALFAMART
I772,2PZ1,TEGAL,SPBU KUTASARI [BUKU],KUTASARI,KUTASARI,KOTA SEMARANG,-7.359476,109.331138,ALFAMART
I773,2PZ1,TEGAL,KSO BATURADEN TIMUR/F [BNMR],SUMBANG,SUMBANG,KOTA SEMARANG,-7.385319,109.278064,ALFAMART
I774,IZ01,CILACAP,KSO RAYA LUMBIR/F [SOIR],LUMBIR,LUMBIR,KOTA SEMARANG,-7.444170,108.953530,ALFAMART
I775,IZ01,CILACAP,GANDRUNGMANIS [GANI],GANDRUNGMANIS,GANDRUNGMANGU,KABUPATEN BOGOR,-7.537090,108.859290,ALFAMART
I776,IZ01,CILACAP,JEPARA KULON [JELO],JEPARA KULON,BINANGUN,KOTA SEMARANG,-7.663790,109.235930,ALFAMART
I777,IZ01,CILACAP,KLAPAGADA [LADA],KLAPAGADA,MAOS,KABUPATEN CILACAP,-7.623730,109.147850,ALFAMART
I778,IZ01,CILACAP,RAYA KARANGBOLONG/F [RKBO],BUAYAN,BUAYAN,KOTA SEMARANG,-7.683250,109.489730,ALFAMART
I779,IZ01,CILACAP,JALAN PAHLAWAN/F [JNAN],BUMIREJO,KEBUMEN,KOTA SEMARANG,-7.666150,109.650870,ALFAMART
I780,IZ01,CILACAP,RAYA WONOHARJO [RANO],WONOHARJO,PANGANDARAN,KABUPATEN BOGOR,-7.678442,108.637167,ALFAMART
I782,IZ01,CILACAP,BUMIREJA/F [BUEJ],BUMIREJA,KEDUNGREJA,KABUPATEN BOGOR,-7.537310,108.803080,ALFAMART
I783,IZ01,CILACAP,KSO SINDANGSARI/F [KSOI],BANJARSARI,BANJARSARI,KABUPATEN BOGOR,-7.483980,108.608870,ALFAMART
I784,IZ01,CILACAP,AYAMALAS/F [ALAS],AYAMALAS,KROYA,KOTA SEMARANG,-7.650840,109.241400,ALFAMART
I785,IZ01,CILACAP,BHAYANGKARA/F [BARA],KARANGMANGU,KROYA,KOTA SEMARANG,-7.639070,109.242988,ALFAMART
I786,IZ01,CILACAP,CILOPADANG [CODA],CILOPADANG,MAJENANG,KABUPATEN BOGOR,-7.310849,108.798132,ALFAMART
I790,IZ01,CILACAP,KEPIL/F [KIL],KEPIL,KEPIL,KOTA SEMARANG,-7.521246,110.003629,ALFAMART
I792,IZ01,CILACAP,BANTERAN WANGON/F [BWGN],BANTERAN,WANGON,KOTA SEMARANG,-7.508567,109.059476,ALFAMART
I793,2PZ1,TEGAL,GOR PURWOKERTO/F [GRTO],ARCAWINANGUN,PURWOKERTO TIMUR,KABUPATEN BANYUMAS,-7.417592,109.251671,ALFAMART
I800,IZ01,CILACAP,RAYA BAGELEN [RAGE],BAGELEN,BAGELEN,KOTA SEMARANG,-7.815658,110.016873,ALFAMART
I801,2PZ1,TEGAL,KARANGGINTUNG/F [KRUG],KARANGGINTUNG,SUMBANG,KOTA SEMARANG,-7.381627,109.248792,ALFAMART
I802,IZ01,CILACAP,MARDITOMO/F [MDOM],KUTOARJO,KUTOARJO,KOTA SEMARANG,-7.718799,109.913095,ALFAMART
I803,IZ01,CILACAP,KATERBAN KUTOARJO [KATO],BAYEM,KUTOARJO,KOTA SEMARANG,-7.725752,109.899352,ALFAMART
I804,IZ01,CILACAP,MRANTI [RATI],PADUROSO,PURWOREJO,KOTA SEMARANG,-7.699708,110.000520,ALFAMART
I805,IZ01,CILACAP,WONOYOSO/F [WYSO],BUMIREJO,KEBUMEN,KOTA SEMARANG,-7.664495,109.660699,ALFAMART
I806,2PZ1,TEGAL,PANEMBANGAN/F [PANG],CABAWAN,MARGADANA,KOTA SEMARANG,-7.423140,109.145620,ALFAMART
I807,IZ01,CILACAP,KUTOARJO 3/F [KUJO],SEMAWUNG DALEMAN,KUTOARJO,KOTA SEMARANG,-7.730460,109.909430,ALFAMART
I808,IZ01,CILACAP,KSB TINGGARJAYA/F [KSBY],TINGGARJAYA,JATILAWANG,KOTA SEMARANG,-7.530111,109.098138,ALFAMART
I809,IZ01,CILACAP,KSB RAWAHENG/F [KSBE],RAWAHENG,WANGON,KOTA SEMARANG,-7.541918,109.047138,ALFAMART
I810,IZ01,CILACAP,RAYA SINDANGSARI [RAGS],SINDANGSARI,CIMERAK,KABUPATEN BOGOR,-7.722795,108.361460,ALFAMART
I811,IZ01,CILACAP,SIDAMULIH [SULI],PAJATEN,SIDAMULIH,KABUPATEN BOGOR,-7.653978,108.610735,ALFAMART
I812,IZ01,CILACAP,CIBENDA BARU [CIB],CIBENDA,PARIGI,KABUPATEN BOGOR,-7.681641,108.545240,ALFAMART
I813,IZ01,CILACAP,RAYA CIMERAK [RCRK],CIMERAK,CIMERAK,KABUPATEN BOGOR,-7.753016,108.438540,ALFAMART
I814,IZ01,CILACAP,KARANGSARI PDAHERANG [KRS],KARANGSARI,PADAHERANG,KABUPATEN BOGOR,-7.559335,108.694916,ALFAMART
I815,IZ01,CILACAP,SPBU PUTRAPINGGAN [PTPG],PUTRAPINGGAN,KALIPUCANG,KABUPATEN BOGOR,-7.671414,108.704793,ALFAMART
I816,IZ01,CILACAP,CINTA KARYA [CKY],CINTAKARYA,PARIGI,KABUPATEN BOGOR,-7.657056,108.481677,ALFAMART
I817,IZ01,CILACAP,RAYA CIBENDA [RYC],CIBENDA,PARIGI,KABUPATEN BOGOR,-7.678388,108.558837,ALFAMART
I818,IZ01,CILACAP,PURWASABA/F [PWSB],PURWASABA,MANDIRAJA,KOTA SEMARANG,-7.473750,109.476350,ALFAMART
I819,IZ01,CILACAP,IR. JUANDA PURWOREJO [JUAN],PURWOREJO,PURWOREJO,KABUPATEN PURWOREJO,-7.701433,110.013300,ALFAMART
I820,2PZ1,TEGAL,RAYA KARANGKEMIRI/F [RYEI],CABAWAN,MARGADANA,KOTA SEMARANG,-7.391240,109.074510,ALFAMART
I821,IZ01,CILACAP,POPONGAN/F [PPON],POPONGAN,BANYUURIP,KOTA SEMARANG,-7.759048,110.004032,ALFAMART
I822,IZ01,CILACAP,KALIBAGOR/F [KBRO],KALIBAGOR,KALIBAGOR,KOTA SEMARANG,-7.482694,109.299283,ALFAMART
I823,2PZ1,TEGAL,MARTADIREJA/F [MTRE],MERSI,PURWOKERTO TIMUR,KOTA SEMARANG,-7.422826,109.261314,ALFAMART
I824,2PZ1,TEGAL,SENOPATI/F [SNOP],ARCAWINANGUN,PURWOKERTO TIMUR,KABUPATEN PATI,-7.414986,109.264481,ALFAMART
I825,2PZ1,TEGAL,SAUNG SULUH/F [SASU],KARANGTENGAH,BATURRADEN,KOTA SEMARANG,-7.342666,109.233079,ALFAMART
I826,IZ01,CILACAP,TUNJUNG/F [TUNJ],TUNJUNG,JATILAWANG,KOTA SEMARANG,-7.533239,109.112572,ALFAMART
I827,IZ01,CILACAP,RAYA BUKATEJA [TEJA],BUKATEJA,BUKATEJA,KOTA SEMARANG,-7.428341,109.429137,ALFAMART
I828,IZ01,CILACAP,BAJONG [BAJO],BAJONG,BUKATEJA,KOTA SEMARANG,-7.422959,109.403664,ALFAMART
I829,IZ01,CILACAP,KASIH [ASIH],KASIH,KERTANEGARA,KOTA SEMARANG,-7.308311,109.423579,ALFAMART
I830,2PZ1,TEGAL,BANDINGAN [BANI],MAJAPURA,BOBOTSARI,KOTA SEMARANG,-7.304993,109.376833,ALFAMART
I831,IZ01,CILACAP,AMBAL RESMI/F [AMRE],AMBALRESMI,AMBAL,KOTA SEMARANG,-7.787126,109.724969,ALFAMART
I832,2PZ1,TEGAL,PANCASAN/F [PANC],PANCASAN,AJIBARANG,KOTA SEMARANG,-7.420151,109.078007,ALFAMART
I833,2PZ1,TEGAL,CIKIDANG/F [CIK],CIKIDANG,CILONGOK,KOTA SEMARANG,-7.399311,109.123264,ALFAMART
I834,IZ01,CILACAP,RAYA GANDRUNGMANGU/F [YAGU],BULUSARI,GANDRUNGMANGU,KABUPATEN BOGOR,-7.514370,108.844462,ALFAMART
I835,IZ01,CILACAP,TIDU/F [TDU],TIDU,BUKATEJA,KOTA SEMARANG,-7.447482,109.408801,ALFAMART
I836,2PZ1,TEGAL,SUNAN AMPEL/F [SANL],PABUARAN,PURWOKERTO UTARA,KOTA SEMARANG,-7.393708,109.246028,ALFAMART
I837,2PZ1,TEGAL,RAYA MAJAPURA/F [RAJP],MAJAPURA,BOBOTSARI,KOTA SEMARANG,-7.304885,109.375794,ALFAMART
I838,IZ01,CILACAP,JABRES/F [JBRS],JABRES,SRUWENG,KOTA SEMARANG,-7.667001,109.615318,ALFAMART
I839,2PZ1,TEGAL,PURBAYASA/F [PURY],PURBAYASA,PADAMARA,KOTA SEMARANG,-7.373901,109.309714,ALFAMART
I840,2PZ1,TEGAL,KSB UMP MART/F [UMPM],DUKUHWALUH,KEMBARAN,KOTA SEMARANG,-7.412195,109.271997,ALFAMART
I841,IZ01,CILACAP,RAYA BAYAN [RAYB],BOTO DALEMAN,BAYAN,KOTA SEMARANG,-7.720809,109.936152,ALFAMART
I842,IZ01,CILACAP,KEREP [KREP],KEREP,KEMIRI,KOTA SEMARANG,-7.683831,109.886977,ALFAMART
I843,IZ01,CILACAP,JETIS KEMANGKON [JEKO],JETIS,KEMANGKON,KOTA SEMARANG,-7.433735,109.381902,ALFAMART
I844,2PZ1,TEGAL,KARANGDUREN [KARE],CABAWAN,MARGADANA,KOTA SEMARANG,-7.458750,109.274520,ALFAMART
I845,2PZ1,TEGAL,RAYA KARANGREJA [REJA],CABAWAN,MARGADANA,KOTA SEMARANG,-7.265410,109.351240,ALFAMART
I846,2PZ1,TEGAL,LETJEND POL SUMARTO/F [LESU],KRANJI,PURWOKERTO TIMUR,KOTA SEMARANG,-7.405764,109.231329,ALFAMART
I847,IZ01,CILACAP,RAYA MAOS/F [RMOS],KARANGREJA,MAOS,KOTA SEMARANG,-7.620776,109.145364,ALFAMART
I848,2PZ1,TEGAL,BANCAR/F PURBALINGGA [BNCR],BANCAR,PURBALINGGA,KOTA SEMARANG,-7.394187,109.373961,ALFAMART
I849,IZ01,CILACAP,AMPERA CILACAP [ACIL],REJAMULYA,KEDUNGREJA,KABUPATEN BOGOR,-7.477454,108.737953,ALFAMART
I850,2PZ1,TEGAL,KSB BANJARANYAR/F [BANR],BANJARANYAR,PEKUNCEN,KOTA SEMARANG,-7.365602,109.072895,ALFAMART
I851,IZ01,CILACAP,RAYA DANASRI [ASRI],DANASRI,NUSAWUNGU,KOTA SEMARANG,-7.646897,109.305028,ALFAMART
I852,IZ01,CILACAP,SALEBU [SABU],SALEBU,MAJENANG,KABUPATEN BOGOR,-7.296303,108.732936,ALFAMART
I853,2PZ1,TEGAL,MUHAMMAD BESAR/F [MUHB],CABAWAN,MARGADANA,KOTA SEMARANG,-7.385420,109.224510,ALFAMART
I854,IZ01,CILACAP,TAMAN WISATA DIENG/F [TATA],DIENG KULON,BATUR,KOTA SEMARANG,-7.203201,109.910927,ALFAMART
I855,IZ01,CILACAP,TEGALSARI [TESI],KALISABUK,KESUGIHAN,KOTA SEMARANG,-7.623398,109.098459,ALFAMART
I856,2PZ1,TEGAL,VETERAN REJASARI/F [VERE],REJASARI,PURWOKERTO BARAT,KOTA SEMARANG,-7.428025,109.212819,ALFAMART
I857,IZ01,CILACAP,KEMANGKON [KMKN],PANICAN,KEMANGKON,KOTA SEMARANG,-7.447573,109.394155,ALFAMART
I858,2PZ1,TEGAL,KH AGUS SALIM/F [AGUS],KARANGKLESEM,PURWOKERTO SELATAN,KOTA SEMARANG,-7.447014,109.238073,ALFAMART
I860,IZ01,CILACAP,KSB KLAPAGADING/F [PADI],KLAPAGADING KULON,WANGON,KOTA SEMARANG,-7.520051,109.054793,ALFAMART
I861,IZ01,CILACAP,ARGANDARU/F [ARDA],MAJASARI,BUKATEJA,KOTA SEMARANG,-7.436809,109.432363,ALFAMART
I862,IZ01,CILACAP,MEGULUNG KIDUL/F [MGKD],MEGULUNG KIDUL,PITURUH,KOTA SEMARANG,-7.678027,109.830794,ALFAMART
I863,IZ01,CILACAP,TAMBAKREJO [TARO],TAMBAKREJO,PURWOREJO,KOTA SEMARANG,-7.723145,110.023700,ALFAMART
I864,IZ01,CILACAP,DUKUHREJO [DUKU],DUKUHREJO,BAYAN,KOTA SEMARANG,-7.724483,109.952222,ALFAMART
I865,2PZ1,TEGAL,RINGINTIRTO/F [RGT],BANCARKEMBAR,PURWOKERTO UTARA,KOTA SEMARANG,-7.409600,109.239221,ALFAMART
I866,2PZ1,TEGAL,PANCURAWIS/F [AWIS],PURWOKERTO KIDUL,PURWOKERTO SELATAN,KOTA SEMARANG,-7.429100,109.253600,ALFAMART
I867,IZ01,CILACAP,PENARUBAN [NARU],PENARUBAN,BUKATEJA,KOTA SEMARANG,-7.424592,109.458915,ALFAMART
I868,2PZ1,TEGAL,KLAPASAWIT/F [APIT],CABAWAN,MARGADANA,KOTA SEMARANG,-6.915420,108.974510,ALFAMART
