"store_code","store_name","branch_code","branch_name","fc_code","flagroute","mds_name","latitude","longitude","tipe_toko","","","",""
"1Y3L","NEW CITRALAND [NECI]","1YZ1","MANADO","1YZ1","1Y14","YOHANDI","1.43916781","124.8476465","AU 10P COKE","","1Y3L,1YZ1,1Y14","",""
"1Y3T","GIRIAN BAWAH/F [GIBA]","1YZ1","MANADO","1YZ1","1Y14","YOHANDI","1.436903567","125.1295401","AU 10P COKE","","1Y3T,1YZ1,1Y14","",""
"1Y40","PANIKI BAWAH MPGT[PBWM]","1YZ1","MANADO","1YZ1","1Y14","YOHANDI","1.511952675","124.9139467","AU 12P COKE","","1Y40,1YZ1,1Y14","",""
"1Y41","POGIDON [PGDO]","1YZ1","MANADO","1YZ1","1Y14","YOHANDI","1.5205625","124.8501875","AU 12P COKE","","1Y41,1YZ1,1Y14","",""
"1Y42","ADIPURA [ADRA]","1YZ1","MANADO","1YZ1","1Y14","YOHANDI","1.535279566","124.9138013","AU 10P COKE","","1Y42,1YZ1,1Y14","",""
"1Y44","AIRMADIDI MINUT [AIMI]","1YZ1","MANADO","1YZ1","1Y14","YOHANDI","1.427494866","124.9796025","AC 10P COKE","","1Y44,1YZ1,1Y14","",""
"1Y45","ARNOLD MONONUTU [ARMO]","1YZ1","MANADO","1YZ1","1Y14","YOHANDI","1.460859447","124.8450228","AU 10P COKE","","1Y45,1YZ1,1Y14","",""
"1Y46","PINGKAN MATINDAS [PIAS]","1YZ1","MANADO","1YZ1","1Y14","YOHANDI","1.4799375","124.8618125","AU 10P COKE","","1Y46,1YZ1,1Y14","",""
"1Y47","ARNOLD MONOMUTU MINU [ARMI]","1YZ1","MANADO","1YZ1","1Y14","YOHANDI","1.417452079","124.9858348","AC 10P COKE","","1Y47,1YZ1,1Y14","",""
"1Y48","A. YANI MANADO [AYMA]","1YZ1","MANADO","1YZ1","1Y14","YOHANDI","1.4651875","124.8300625","AU 10P COKE","","1Y48,1YZ1,1Y14","",""
"1Y4A","MATUARI TENGAH [MAAH]","1YZ1","MANADO","1YZ1","1Y14","YOHANDI","1.427126787","125.1136164","AU 10P COKE","","1Y4A,1YZ1,1Y14","",""
"1Y4E","GIRIAN ATAS [GIAT]","1YZ1","MANADO","1YZ1","1Y14","YOHANDI","1.44128456","125.1239491","AU 10P COKE","","1Y4E,1YZ1,1Y14","",""
"1Y4J","SARAPUNG [SAAP]","1YZ1","MANADO","1YZ1","1Y14","YOHANDI","1.489038698","124.840439","AU 10P COKE","","1Y4J,1YZ1,1Y14","",""
"1Y4M","KOKA MAPANGET [KOET]","1YZ1","MANADO","1YZ1","1Y14","YOHANDI","1.5447645","124.9192222","AU 10P COKE","","1Y4M,1YZ1,1Y14","",""
"1Y4O","TAMANSARI/F [TANS]","1YZ1","MANADO","1YZ1","1Y14","YOHANDI","1.4993721","124.9057582","AU 8P COKE","","1Y4O,1YZ1,1Y14","",""
"1Y4U","RINGROAD WANEA [RIWA]","1YZ1","MANADO","1YZ1","1Y14","YOHANDI","1.4425210","124.8520312","AU 12P COKE","","1Y4U,1YZ1,1Y14","",""
"1Y4Y","RAYA KAUDITAN SATU [RAUD]","1YZ1","MANADO","1YZ1","1Y14","YOHANDI","1.3929595","125.0431024","AU 10P COKE","","1Y4Y,1YZ1,1Y14","",""
"1Y52","BETHESDA MANADO [BSDA]","1YZ1","MANADO","1YZ1","1Y14","YOHANDI","1.463192657","124.8349292","AU 10P COKE","","","",""
"1Y53","MALALAYANG 1 TIMUR [ML1T]","1YZ1","MANADO","1YZ1","1Y14","YOHANDI","1.458973302","124.8209805","AU 10P COKE","","1Y53,1YZ1,1Y14","",""
"1Y54","WOLTER MONGINSIDI [WODI]","1YZ1","MANADO","1YZ1","1Y14","YOHANDI","1.458937114","124.8033665","AU 10P COKE","","","",""
"1Y56","TERM. TANGKOKO BTG [TTKO]","1YZ1","MANADO","1YZ1","1Y14","YOHANDI","1.430689822","125.1120581","AU 10P COKE","","1Y56,1YZ1,1Y14","",""
"1Y57","GIRIAN PERMAI BITUNG [GPBG]","1YZ1","MANADO","1YZ1","1Y14","YOHANDI","1.448037536","125.1277811","AU 10P COKE","","1Y57,1YZ1,1Y14","",""
"1Y58","PRAMUKA MANADO [PRMO]","1YZ1","MANADO","1YZ1","1Y14","YOHANDI","1.4691875","124.8379219","AU 8P NON COKE","","1Y58,1YZ1,1Y14","",""
"1Y59","14 FEBRUARI MANADO [14MO]","1YZ1","MANADO","1YZ1","1Y14","YOHANDI","1.4737125","124.8445781","AU 10P COKE","","1Y59,1YZ1,1Y14","",""
"1Y5A","MALALAYANG BARU [MALU]","1YZ1","MANADO","1YZ1","1Y14","YOHANDI","1.4566239","124.8134137","AC 10P COKE","","1Y5A,1YZ1,1Y14","",""
"1Y5D","IR. SOEKARNO [IRSO]","1YZ1","MANADO","1YZ1","1Y14","YOHANDI","1.4218342","124.9922353","AU 10P COKE","","","",""
"1Y5E","GANDARIA GPI [GANI]","1YZ1","MANADO","1YZ1","1Y14","YOHANDI","1.5415665","124.9006395","AC 8P NON COKE","","1Y5E,1YZ1,1Y14","",""
"1Y5I","RING ROAD DUA MANADO [RIDO]","1YZ1","MANADO","1YZ1","1Y14","YOHANDI","1.498975735","124.9016687","AU 10P COKE","","","",""
"1Y5P","MANEMBO - NEMBO [MANE]","1YZ1","MANADO","1YZ1","1Y14","YOHANDI","1.4374673","125.1227428","AU 12P COKE","","","",""
"1Y5T","SAGERAT MATUARI [SAGE]","1YZ1","MANADO","1YZ1","1Y14","YOHANDI","1.418920438","125.0970723","AU 10P COKE","","1Y5T,1YZ1,1Y14","",""
"1Y5Y","SAMRAT KAROMBASAN [SARO]","1YZ1","MANADO","1YZ1","1Y14","YOHANDI","1.457428329","124.8376994","AC 10P COKE","","1Y5Y,1YZ1,1Y14","",""
"1Y60","POLITEKNIK RAYA MDO [POMO]","1YZ1","MANADO","1YZ1","1Y14","YOHANDI","1.507611939","124.8908785","AU 12P COKE","","1Y60,1YZ1,1Y14","",""
"1Y63","DAAN MOGOT MANADO [DAMA]","1YZ1","MANADO","1YZ1","1Y14","YOHANDI","1.4806875","124.8526875","AC 10P COKE","","1Y63,1YZ1,1Y14","",""
"1Y64","SAGERAT BITUNG [STBG]","1YZ1","MANADO","1YZ1","1Y14","YOHANDI","1.4231875","125.1039375","AU 10P COKE","","1Y64,1YZ1,1Y14","",""
"1Y65","PEMUDA MANADO [PMNO]","1YZ1","MANADO","1YZ1","1Y14","YOHANDI","1.4690375","124.8346719","AU 8P NON COKE","","1Y65,1YZ1,1Y14","",""
"1Y67","TOLOLIU SUPIT MDO [TSMO]","1YZ1","MANADO","1YZ1","1Y14","YOHANDI","1.4614875","124.8529531","AC 10P COKE","","1Y67,1YZ1,1Y14","",""
"1Y68","KOKA MANADO [KAMO]","1YZ1","MANADO","1YZ1","1Y14","YOHANDI","1.542784325","124.9192658","AU 10P COKE","","1Y68,1YZ1,1Y14","",""
"1Y69","GARUDA MANADO [GRMA]","1YZ1","MANADO","1YZ1","1Y14","YOHANDI","1.484436852","124.8393128","AU 10P COKE","","1Y69,1YZ1,1Y14","",""
"1Y6H","KOMBOS BARAT [KOBT]","1YZ1","MANADO","1YZ1","1Y14","YOHANDI","1.492484564","124.8592988","AC 10P COKE","","1Y6H,1YZ1,1Y14","",""
"1Y6L","TAMAN KESATUANBANGSA [TKEB]","1YZ1","MANADO","1YZ1","1Y14","YOHANDI","1.4928314","124.8410522","AC 10P COKE","","1Y6L,1YZ1,1Y14","",""
"1Y6N","RUKO MEGA PROFIT [RUPR]","1YZ1","MANADO","1YZ1","1Y14","YOHANDI","1.478462059","124.8336401","AU 10P COKE","","1Y6N,1YZ1,1Y14","",""
"1Y6O","B. W. LAPIAN [BWLA]","1YZ1","MANADO","1YZ1","1Y14","YOHANDI","1.484162037","124.847824","AU 10P COKE","","1Y6O,1YZ1,1Y14","",""
"1Y6P","TITIWUNGEN SELATAN /F [TISE]","1YZ1","MANADO","1YZ1","1Y14","YOHANDI","1.4748072","124.8369298","AC 10P COKE","","1Y6P,1YZ1,1Y14","",""
"1Y6T","WANGURER BARAT [WABA]","1YZ1","MANADO","1YZ1","1Y14","YOHANDI","1.4410839","125.1534855","AU 10P COKE","","1Y6T,1YZ1,1Y14","",""
"1Y6V","*WATUDAMBO KAUDITAN [WAAN]","1YZ1","MANADO","1YZ1","1Y14","YOHANDI","1.414020017","125.0918386","AU 10P COKE","","1Y6V,1YZ1,1Y14","",""
"1Y6W","*TALAWAAN MINUT [TALM]","1YZ1","MANADO","1YZ1","1Y14","YOHANDI","1.525518282","124.9391634","AC 12P COKE","","1Y6W,1YZ1,1Y14","",""
"1Y6Y","TUMALUNTUNG KAUDITAN [TUMA]","1YZ1","MANADO","1YZ1","1Y14","YOHANDI","1.404556611","124.9963623","AC 10P COKE","","1Y6Y,1YZ1,1Y14","",""
"1Y70","WR SUPRATMAN MDO [WSMO]","1YZ1","MANADO","1YZ1","1Y14","YOHANDI","1.487640098","124.8455735","AU 8P COKE","","1Y70,1YZ1,1Y14","",""
"1Y71","SAMRATULANGI MDO [SMNO]","1YZ1","MANADO","1YZ1","1Y14","YOHANDI","1.47948175","124.8367629","AU 12P COKE","","1Y71,1YZ1,1Y14","",""
"1Y73","BALAI KOTA MANADO [BAMO]","1YZ1","MANADO","1YZ1","1Y14","YOHANDI","1.4851875","124.8483125","AU 10P COKE","","1Y73,1YZ1,1Y14","",""
"1Y77","LEMBE PERMAI BITUNG [LPBG]","1YZ1","MANADO","1YZ1","1Y14","YOHANDI","1.446937647","125.1484393","AU 10P COKE","","1Y77,1YZ1,1Y14","",""
"1Y79","PANIKI BAWAH MANADO [PANA]","1YZ1","MANADO","1YZ1","1Y14","YOHANDI","1.511268193","124.9129844","AU 12P COKE","","1Y79,1YZ1,1Y14","",""
"1Y7E","DAHLIA GPI/F [DAPI]","1YZ1","MANADO","1YZ1","1Y14","YOHANDI","1.538986255","124.9046809","AC 8P NON COKE","","1Y7E,1YZ1,1Y14","",""
"1Y7F","KALASEY MINAHASA [KYMA]","1YZ1","MANADO","1YZ1","1Y14","YOHANDI","1.4594533","124.7782196","AC 10P COKE","","1Y7F,1YZ1,1Y14","",""
"1Y7G","WANGURER ERPAK/F [WAER]","1YZ1","MANADO","1YZ1","1Y14","YOHANDI","1.4501997","125.1400002","AU 12P COKE","","1Y7G,1YZ1,1Y14","",""
"1Y7H","LENGKONG BITUNG/F [LEBI]","1YZ1","MANADO","1YZ1","1Y14","YOHANDI","1.429751087","125.1231714","AU 10P COKE","","1Y7H,1YZ1,1Y14","",""
"1Y7M","A.A MARAMIS MAPANGET [AMAM]","1YZ1","MANADO","1YZ1","1Y14","YOHANDI","1.526475562","124.9212876","AC 10P COKE","","1Y7M,1YZ1,1Y14","",""
"1Y7N","IR SOEKARNO ARMDIDI [ISAR]","1YZ1","MANADO","1YZ1","1Y14","YOHANDI","1.430059523","124.9858184","AU 10P COKE","","1Y7N,1YZ1,1Y14","",""
"1Y7O","RAYA IR. SOEKARNO [RISO]","1YZ1","MANADO","1YZ1","1Y14","YOHANDI","1.441945207","124.9738497","AC 10P COKE","","1Y7O,1YZ1,1Y14","",""
"1Y7P","IR. SOEKARNO 138 [IRKN]","1YZ1","MANADO","1YZ1","1Y14","YOHANDI","1.484224545","124.9197749","AU 10P COKE","","1Y7P,1YZ1,1Y14","",""
"1Y7R","KOLONGAN TALAWAAN/F [KOTN]","1YZ1","MANADO","1YZ1","1Y14","YOHANDI","1.531372077","124.9609627","AU 12P COKE","","1Y7R,1YZ1,1Y14","",""
"1Y7U","BAILANG MANADO/F [BMDO]","1YZ1","MANADO","1YZ1","1Y14","YOHANDI","1.524264983","124.8505482","AC 10P COKE","","1Y7U,1YZ1,1Y14","",""
"1Y80","KAUDITAN MINUT [KAMI]","1YZ1","MANADO","1YZ1","1Y14","YOHANDI","1.392312494","125.0459374","AU 10P COKE","","1Y80,1YZ1,1Y14","",""
"1Y84","KANAAN MANADO [KANA]","1YZ1","MANADO","1YZ1","1Y14","YOHANDI","1.455437528","124.8438906","AU 10P COKE","","1Y84,1YZ1,1Y14","",""
"1Y85","BUHA MANADO [BUDO]","1YZ1","MANADO","1YZ1","1Y14","YOHANDI","1.526805455","124.8743117","AU 10P COKE","","1Y85,1YZ1,1Y14","",""
"1Y87","KAIRAGI 1 MANADO [K1MA]","1YZ1","MANADO","1YZ1","1Y14","YOHANDI","1.495936667","124.8805621","AU 8P NON COKE","","1Y87,1YZ1,1Y14","",""
"1Y8C","*TUMINTING MANADO [TUDO]","1YZ1","MANADO","1YZ1","1Y14","YOHANDI","1.500748011","124.8453546","AC 10P COKE","","1Y8C,1YZ1,1Y14","",""
"1Y8D","SAWANGAN AIRMADIDI [SAIR]","1YZ1","MANADO","1YZ1","1Y14","YOHANDI","1.411482602","124.9708701","AC 10P COKE","","1Y8D,1YZ1,1Y14","",""
"1Y8E","IR. SOEKARNO KALAWAT [IRAT]","1YZ1","MANADO","1YZ1","1Y14","YOHANDI","1.477747026","124.9341101","AC 10P COKE","","1Y8E,1YZ1,1Y14","",""
"1Y8F","LAIKIT MINUT [LAMI]","1YZ1","MANADO","1YZ1","1Y14","YOHANDI","1.489620895","124.9754935","AU 12P COKE","","1Y8F,1YZ1,1Y14","",""
"1Y8G","TITIWUNGEN UTARA [TIEN]","1YZ1","MANADO","1YZ1","1Y14","YOHANDI","1.480654812","124.835075","AC 10P COKE","","1Y8G,1YZ1,1Y14","",""
"1Y8L","BENGAWAN SOLO MANADO [BEWA]","1YZ1","MANADO","1YZ1","1Y14","YOHANDI","1.4997448","124.8553497","AC 12P COKE","","1Y8L,1YZ1,1Y14","",""
"1Y91","BOULEVARD SARIO MDO [BSMO]","1YZ1","MANADO","1YZ1","1Y14","YOHANDI","1.4666149","124.8294436","AU 10P COKE","","","",""
"1Y92","YOS SUDARSO MANADO [YOSU]","1YZ1","MANADO","1YZ1","1Y14","YOHANDI","1.4963125","124.8789375","AC 10P COKE","","","",""
"1Y94","DENDENGAN LUAR MDO [DENA]","1YZ1","MANADO","1YZ1","1Y14","YOHANDI","1.487062508","124.8551873","AU 10P COKE","","","",""
"1Y95","PAAL 2 MANADO [PAL2]","1YZ1","MANADO","1YZ1","1Y14","YOHANDI","1.488835341","124.8613344","AC 10P COKE","","","",""
"1Y96","GRIYA PANIKI INDAH M [GPIM]","1YZ1","MANADO","1YZ1","1Y14","YOHANDI","1.5398125","124.9111875","AU 10P COKE","","","",""
"1Y99","WONASA MANADO [WOMA]","1YZ1","MANADO","1YZ1","1Y14","YOHANDI","1.491322838","124.8503068","AU 12P COKE","","","",""
"1Y9L","PERUM KAWARU [PRKW]","1YZ1","MANADO","1YZ1","1Y14","YOHANDI","1.4600034","124.9231003","AC 10P COKE","","","",""
"1Y9N","BNDRSAMRATULANGI MDO [BSDO]","1YZ1","MANADO","1YZ1","1Y14","YOHANDI","1.5428786","124.9221005","AC 8P NON COKE","","","",""
"1Y9P","PINELENG DUA MNHSA [PIDU]","1YZ1","MANADO","1YZ1","1Y14","YOHANDI","1.4251018","124.8377521","AU 12P COKE","","","",""
"1Y9R","WINANGUN DUA MANADO [WNGN]","1YZ1","MANADO","1YZ1","1Y14","YOHANDI","1.4462072","124.8352244","AC 12P COKE","","","",""
"1Y9S","DIMEMBE [DMBE]","1YZ1","MANADO","1YZ1","1Y14","YOHANDI","1.5065516","124.9800225","AU 12P COKE","","","",""
"1Y9U","MARTADINATA PAAL DUA [MAAL]","1YZ1","MANADO","1YZ1","1Y14","YOHANDI","1.4867734","124.8594887","AC 10P COKE","","","",""
"1Y9V","PANIKI BAWAH [PAAH]","1YZ1","MANADO","1YZ1","1Y14","YOHANDI","1.5096059","124.9101352","AC 10P COKE","","","",""
"1Y9W","TINGKULU MANADO [TIMA]","1YZ1","MANADO","1YZ1","1Y14","YOHANDI","1.4504668","124.8547503","AC 10P COKE","","","",""
"1Y9X","CENDRAWASIH MANADO [CEMA]","1YZ1","MANADO","1YZ1","1Y14","YOHANDI","1.4643756","124.8772215","AC 10P COKE","","","",""
"1YA2","WINANGUN ATAS MNHS [WISA]","1YZ1","MANADO","1YZ1","1Y14","YOHANDI","1.434771056","124.8444813","AU 12P COKE","","","",""
"1YA4","KAROMBASAN UTARA MDO [KARO]","1YZ1","MANADO","1YZ1","1Y14","YOHANDI","1.453567254","124.8401969","AU 10P COKE","","","",""
"1YA6","AIRMADIDI RAYA MINUT [AIRR]","1YZ1","MANADO","1YZ1","1Y14","YOHANDI","1.4264625","124.9809531","AC 10P COKE","","","",""
"1YA7","KOLONGAN ASABRI MNT [KOAS]","1YZ1","MANADO","1YZ1","1Y14","YOHANDI","1.464809266","124.9266921","AC 10P COKE","","","",""
"1YAA","BOULEVARD DUA [BODU]","1YZ1","MANADO","1YZ1","1Y14","YOHANDI","1.5024274","124.8419709","AU 12P COKE","","","",""
"1YAD","AKASIA GPI [AKPI]","1YZ1","MANADO","1YZ1","1Y14","YOHANDI","1.5309592","124.9055885","AU 12P COKE","","","",""
"1YAG","PULAU SULAWESI/F [PSEI]","1YZ1","MANADO","1YZ1","1Y14","YOHANDI","1.4523746","124.8244162","AU 10P COKE","","","",""
"1YAI","CALACA [CACA]","1YZ1","MANADO","1YZ1","1Y14","YOHANDI","1.4958083","124.8413010","AC 10P COKE","","","",""
"1YAO","SARONGSONG SATU ARMD [SROA]","1YZ1","MANADO","1YZ1","1Y14","YOHANDI","1.4297245","124.9775026","AC 10P COKE","","","",""
"1YAP","KALAWAT MINUT [KAUT]","1YZ1","MANADO","1YZ1","1Y14","YOHANDI","1.4864680","124.9157648","AC 10P COKE","","","",""
"1YAR","KRIDA MANADO [KRDO]","1YZ1","MANADO","1YZ1","1Y14","YOHANDI","1.4544889","124.8219002","AC 10P COKE","","","",""
"1YAS","ZERO POINT AIRMADIDI [ZPAI]","1YZ1","MANADO","1YZ1","1Y14","YOHANDI","1.46111386","124.9671291","AC 10P COKE","","","",""
"1YAY","BENGKOL MANADO","1YZ1","MANADO","1YZ1","1Y14","YOHANDI","1.5449928","124.8713411","AU 10P COKE","","","",""
"1YB1","TIKALA MANADO [TIKA]","1YZ1","MANADO","1YZ1","1Y14","YOHANDI","1.480770843","124.8513785","AU 10P COKE","","","",""
"1YB4","MADIDIR BITUNG [MBTG]","1YZ1","MANADO","1YZ1","1Y14","YOHANDI","1.447238459","125.1416886","AU 10P COKE","","","",""
"1YB5","GIRIAN INDAH BITUNG [GIIN]","1YZ1","MANADO","1YZ1","1Y14","YOHANDI","1.447156138","125.135311","AU 10P COKE","","","",""
"1YB8","ARIE LASUT MANADO [ALMA]","1YZ1","MANADO","1YZ1","1Y14","YOHANDI","1.49677904","124.8706875","AU 10P COKE","","","",""
"1YBA","SADANG SUMOMPO","1YZ1","MANADO","1YZ1","1Y14","YOHANDI","1.5161465","124.8692798","AC 12P COKE","","","",""
"1YBC","TERNATE BARU","1YZ1","MANADO","1YZ1","1Y14","YOHANDI","1.4913859","124.8546571","AC 10P COKE","","","",""
"1YBE","LAWANGIRUNG MANADO","1YZ1","MANADO","1YZ1","1Y14","YOHANDI","1.4877932","124.8411006","AU 10P COKE","","","",""
"1YBF","KAWILEY KAUDITAN","1YZ1","MANADO","1YZ1","1Y14","YOHANDI","1.3923086","125.0414672","AC 10P COKE","","","",""
"1YBH","KALAWAT RAYA","1YZ1","MANADO","1YZ1","1Y14","YOHANDI","1.4812009","124.9262489","AU 12P COKE","","","",""
"1YBK","RINGROAD MAUMBI","1YZ1","MANADO","1YZ1","1Y14","YOHANDI","1.4802221","124.8938277","AU 10P COKE","","","",""
"1YBL","SEA MALALAYANG [SELY]","1YZ1","MANADO","1YZ1","1Y14","YOHANDI","1.4529541","124.8126436","AU 12P COKE","","","",""
"1YBM","KALASEY SATU [KYST]","1YZ1","MANADO","1YZ1","1Y14","YOHANDI","1.454382","124.76436","AU 10P COKE","","","",""
"1YBN","TANJUNG BATU [TATU]","1YZ1","MANADO","1YZ1","1Y14","YOHANDI","1.4692723107330241","124.83960255146297","AU 12P COKE","","","",""
"1YBQ","RING ROAD TIKALA [RIRO]","1YZ1","MANADO","1YZ1","1Y14","YOHANDI","1.4553729430169764","124.86656983354213","AU 10P COKE","","","",""
"1YBR","SINGKIL SATU MANADO [SSDO]","1YZ1","MANADO","1YZ1","1Y14","YOHANDI","1.495667","124.848639","AU 12P COKE","","","",""
"1YBS","KAWASAN MEGAMAS 2A2 [K2A2]","1YZ1","MANADO","1YZ1","1Y14","YOHANDI","1.4867783","124.8358026","AU 12P COKE","","","",""
"1YBU","KAIRAGI MANADO [KADO]","1YZ1","MANADO","1YZ1","1Y14","YOHANDI","1.4944434291300503","124.87542398201148","AU 10P COKE","","","",""
"1YBV","PINELENG RAYA [PLGR]","1YZ1","MANADO","1YZ1","1Y14","YOHANDI","1.4267357","124.8384086","AU 12P COKE","","","",""
"1YBW","PUMOROW MANADO [PUOW]","1YZ1","MANADO","1YZ1","1Y14","YOHANDI","1.4673290395017091","124.85526858962398","AU 12P COKE","","","",""
"1YBY","MANIBANG MANADO [MADO]","1YZ1","MANADO","1YZ1","1Y14","YOHANDI","1.45529","124.8045333","AU 12P COKE","","","",""
"1YC3","PERKAMIL MANADO [PERK]","1YZ1","MANADO","1YZ1","1Y14","YOHANDI","1.4763125","124.8705625","AU 8P NON COKE","","","",""
"1YC4","SAMRAT RANOTANA MDO [SRMO]","1YZ1","MANADO","1YZ1","1Y14","YOHANDI","1.46092531","124.8376616","AU 10P COKE","","","",""
"1YC6","MALALAYANG TERM. MDO [MTMA]","1YZ1","MANADO","1YZ1","1Y14","YOHANDI","1.459758931","124.7932468","AU 8P NON COKE","","","",""
"1YD1","SANTIAGO MANADO [SNMA]","1YZ1","MANADO","1YZ1","1Y14","YOHANDI","1.5126875","124.8508125","AU 12P COKE","","","",""
"1YD4","RS. PANCARAN KASIH [RSPH]","1YZ1","MANADO","1YZ1","1Y14","YOHANDI","1.479579147","124.8357546","AU 8P NON COKE","","","",""
"1YD6","MANGUNI RAYA MANADO [MAMA]","1YZ1","MANADO","1YZ1","1Y14","YOHANDI","1.4723125","124.8754375","AU 8P NON COKE","","","",""
"1YD7","SUKUR MINUT [SKMT]","1YZ1","MANADO","1YZ1","1Y14","YOHANDI","1.448562608","124.9585623","AB 8P NON COKE","","","",""
"1YD9","WINANGUN MANADO [WIMA]","1YZ1","MANADO","1YZ1","1Y14","YOHANDI","1.443314272","124.8376455","AU 10P COKE","","","",""
"1YF5","KAREGESAN MINUT [KEMI]","1YZ1","MANADO","1YZ1","1Y14","YOHANDI","1.3958106","125.0200764","AC 10P COKE","","","",""
"1YF6","KAUDITAN KEMA MINUT [KAKE]","1YZ1","MANADO","1YZ1","1Y14","YOHANDI","1.3715625","125.0721875","AU 10P COKE","","","",""
"1YI1","WATUDAMBO MINUT [WAUT]","1YZ1","MANADO","1YZ1","1Y14","YOHANDI","1.410976056","125.0830375","AU 10P COKE","","","",""
"1YI3","MANADO-TOMOHON KM. 7 [MAKM]","1YZ1","MANADO","1YZ1","1Y14","YOHANDI","1.429994363","124.8434761","AU 10P COKE","","","",""
"1YI9","MAPANGET MINUT [MTMT]","1YZ1","MANADO","1YZ1","1Y14","YOHANDI","1.5286875","124.9454375","AU 10P COKE","","","",""
"1YS2","KLEAK MANADO [KLEM]","1YZ1","MANADO","1YZ1","1Y14","YOHANDI","1.453469338","124.8285397","AU 12P COKE","","","",""
"1YS5","PANDU MANADO [PUDO]","1YZ1","MANADO","1YZ1","1Y14","YOHANDI","1.5668125","124.8744375","AU 10P COKE","","","",""
"1YS6","SEA MANADO [SEAM]","1YZ1","MANADO","1YZ1","1Y14","YOHANDI","1.4480625","124.8103136","AU 10P COKE","","","",""
"1YS8","DC KAREGESAN [DCAN]","1YZ1","MANADO","1YZ1","1Y14","YOHANDI","1.399688057","125.0209406","AU 10P COKE","","","",""
"1YV9","SAGERAT TUMUNDO [SATU]","1YZ1","MANADO","1YZ1","1Y14","YOHANDI","1.4410839","125.153855","AU 10P COKE","","","",""
"1YW1","MANEMBONEMBO MATUARI[MBOM]","1YZ1","MANADO","1YZ1","1Y14","YOHANDI","1.440860422","125.1174016","AU 10P COKE","","","",""
"1YW3","POLITEKNIK BUHA [POHA]","1YZ1","MANADO","1YZ1","1Y14","YOHANDI","1.519639134","124.8861273","AU 12P COKE","","","",""
"1YX1","MEGAMAS BOULEVARD [MEGS]","1YZ1","MANADO","1YZ1","1Y14","YOHANDI","1.485821817","124.8346653","AU 10P COKE","","","",""
"1YX6","ZERO POINT MINUT [ZEPO]","1YZ1","MANADO","1YZ1","1Y14","YOHANDI","1.4622375","124.9657656","AU 10P COKE","","","",""
"1YX9","BAHU MANADO [BAHM]","1YZ1","MANADO","1YZ1","1Y14","YOHANDI","1.45753722","124.8243284","AU 10P COKE","","","",""
"J171","ALFAMART KRAMAT PULO GUNDUL [KPGL]","JZ01","CIKOKOL","JZ01","K930","FEBRI","-6.182611","106.848518","AU 10P COKE","","","",""
"J171","ALFAMART KRAMAT PULO GUNDUL [KPGL]","JZ01","CIKOKOL","JZ01","K930","FEBRI","-6.182611","106.848518","AU 10P COKE","","","",""
"J179","ALFAMART MARDANI 2 [MDI]","JZ01","CIKOKOL","JZ01","JC15","FEBRI","-6.184134","106.862322","AU 12P COKE","","","",""
"J201","ALFAMART UTAN PANJANG [UTP]","JZ01","CIKOKOL","JZ01","JC15","FEBRI","-6.168750235810876","106.85250783339143","AU 10P COKE","","","",""
"J314","ALFAMART RW.MANGUN CPK PUTIH [RWMN]","JZ01","CIKOKOL","JZ01","JC15","FEBRI","-6.193718","106.858488","AH 10P COKE","","","",""
"J410","ALFAMART KEMAYORAN KETAPANG [KNKG]","JZ01","CIKOKOL","JZ01","JC15","FEBRI","-6.161499","106.849822","AU 8P COKE","","","",""
"J431","ALFAMART CEMPAKA RAYA/F [CPRY]","JZ01","CIKOKOL","JZ01","JC15","FEBRI","-6.168339","106.870478","AU 8P COKE","","","",""
"J438","ALFAMART KEBON KOSONG RAYA [KBKR]","JZ01","CIKOKOL","JZ01","K930","FEBRI","-6.166741","106.848482","AU 8P COKE","","","",""
"J477","ALFAMART PANGKALAN ASEM 2","JZ01","CIKOKOL","JZ01","K930","FEBRI","","","","","","",""
"J526","ALFAMART H. UNG [HUG]","JZ01","CIKOKOL","JZ01","JC15","FEBRI","-6.1635176","106.8535232","AU 8P COKE","","","",""
"J724","ALFAMART UTAN PANJANG III [UPJ3]","JZ01","CIKOKOL","JZ01","JC15","FEBRI","-6.1690065","106.8528754","AU 8P COKE","","","",""
"J730","ALFAMART PRAMUKA 4 [PMK4]","JZ01","CIKOKOL","JZ01","JC15","FEBRI","-6.191910","106.867262","AU 10P COKE","","","",""
"J784","ALFAMART PERCETAKAN NEGARA 3 [PCE3]","JZ01","CIKOKOL","JZ01","JC15","FEBRI","-6.187422","106.865040","AU 10P COKE","","","",""
"J869","ALFAMART APT GREEN PRAMUKA [AGPK]","JZ01","CIKOKOL","JZ01","JC15","FEBRI","-6.188315","106.872039","AU 10P COKE","","","",""
"J889","ALFAMART APT GREEN PRAMUKA 2 [AGP2]","JZ01","CIKOKOL","JZ01","JC15","FEBRI","-6.188226","106.871847","AU 8P COKE","","","",""
"JB67","ALFAMART GP BOUGENVILLE [GPB]","JZ01","CIKOKOL","JZ01","JC15","FEBRI","-6.188798","106.873425","AC 8P COKE","","","",""
"JC42","ALFAMART GREEN PRAMUKA NERINE [GPNR]","JZ01","CIKOKOL","JZ01","JC15","FEBRI","-6.188826","106.873973","AU 8P COKE","","","",""
"JC82","ALFAMART TIMAH RAYA [TIMR]","JZ01","CIKOKOL","JZ01","JC15","FEBRI","-6.168027","106.844791","AC 10P COKE","","","",""
